Bug_id,Project,Category,Subcategory,Creation Date,Symptom,Root Cause(patch),Importance,Title
32990,LLVM,inheritance,derived class construction & destruction,2017/5/10,Wrong Code,Others,P enhancement,clang emits inline copy of complete object destructor for dllimport classes with virtual bases
64088,LLVM,runtime_polymorphic,casting,2023/7/25,Crash,Overlooked Case,,ICE with dynamic_cast and multiple inheritance: Shouldn't query vtable linkage without key function
32673,LLVM,compiletime_polymorphic,template instantiation,2017/4/15,Crash,Overlooked Case,P release blocker,Segmentation fault with class template argument deduction and variadic template class with variadic constructor and variadic inheritance
56864,LLVM,compiletime_polymorphic,template(no instantiation),2022/8/2,Reject Valid,Incorrect Branch,,Failure to parse cast + fold expression
53012,LLVM,compiletime_polymorphic,template(no instantiation),2022/1/6,Crash,Overlooked Case,,ICE on invalid: clang::Sema::AttachBaseSpecifiers: Stack dump
21332,LLVM,compiletime_polymorphic,template instantiation,2014/10/21,Accept Invalid,Error Code Logic,P normal,failing to instantiate all of a local class (DR1484) when instantiating the surrounding function
26134,LLVM,compiletime_polymorphic,template(no instantiation),2016/1/13,Crash,API Misuse,P normal,VarDecl::checkInitIsIce() !Init->isValueDependent Assertion failure
26893,LLVM,compiletime_polymorphic,template instantiation,2016/3/9,Reject Valid,Incorrect Branch,P normal,sizeof non-static member of struct nested within class template (-std=c++11)
28195,LLVM,inheritance,multiple inheritance,2016/6/19,Accept Invalid,API Misuse,P normal,Clang allows ambiguous derived-to-base pointer conversion.
22396,LLVM,object,overloading,2015/1/29,Hang,Overlooked Case,P normal,clang: infinite loop in clang::Sema::CreateOverloadedBinOp on invalid input
25661,LLVM,compiletime_polymorphic,template specialization,2015/11/27,Reject Valid,API Misuse,P normal,Clang frontend doesn't deal with class member function pointer passed as template argument correctly on Windows
22017,LLVM,compiletime_polymorphic,template(no instantiation),2014/12/23,Crash,API Misuse,P normal,"assertion ""Comparison requires equal bit widths"""
41607,LLVM,compiletime_polymorphic,template specialization,2019/4/25,Crash,Overlooked Case,P enhancement,Crash on dependent variable initialization in in-class explicit specialization of member class template
41192,LLVM,encapsulation,member access,2019/3/21,Reject Valid,Overlooked Case,P enhancement,clang can't parse a global-namespace-qualfiied qualified-id after a type definition
23421,LLVM,compiletime_polymorphic,template alias,2015/5/5,Crash,API Misuse,P normal,ICE when using __underlying_type builtin trait in template alias or function template signature
35832,LLVM,inheritance,multiple inheritance,2018/1/4,Reject Valid,API Misuse,P normal,ambiguity accessing anonymous union member present in multiple bases despite explicit qualification
38257,LLVM,compiletime_polymorphic,template instantiation,2018/7/21,Reject Valid,Incorrect Branch,P normal,operator& definition causes unexplained error passing pointer-to-member to template parameter
28023,LLVM,compiletime_polymorphic,template instantiation,2016/6/6,Crash,Error Code Logic,P normal,"clang Crashes on C++ code with shadowed template parameter: Assertion `Access != AS_none && ""Access specifier is AS_none inside a record decl""' failed"
19748,LLVM,others,others,2014/5/14,Reject Valid,API Misuse,P normal,Parse error after a cast of a variable with the same name as an existing struct in a ternary operator
42694,LLVM,compiletime_polymorphic,constraints and concepts,2019/7/19,Reject Valid,Incorrect Branch,P normal,C++20 conditional explicit should be supported in C++14/17 modes
22566,LLVM,object,initialization & destruction,2015/2/12,Accept Invalid,Overlooked Case,P normal,Expected narrowing conversion during list initialization of bool from double
21367,LLVM,object,overloading,2014/10/24,Reject Valid,Assignment Error,P normal,Extension to support rvalue references causes some legal C++03 to fail compile
22310,LLVM,object,overloading,2015/1/23,Wrong Code,API Misuse,P normal,incorrect function overloading resolution with initializer-list param
28978,LLVM,object,copy & move,2016/8/14,Crash,Overlooked Case,P release blocker,Assertion in setImplicitMoveConstructorIsDeleted() fails
19729,LLVM,object,copy & move,2014/5/12,Reject Valid,Assignment Error,P normal,List initialization of placement parameter produces spurious complaint regarding deleted copy/move constructors
22673,LLVM,object,initialization & destruction,2015/2/24,Accept Invalid,Error Code Logic,P normal,accepts-invalid call to deleted ctor
22763,LLVM,inheritance,derived class construction & destruction,2015/3/2,Reject Valid,Assignment Error,P normal,Explicit template instantiations do not instantiate explicitly defaulted special members
27994,LLVM,compiletime_polymorphic,template instantiation,2016/6/3,Crash,Error Code Logic,P normal,"clang Crashes on valid C++11 code: Assertion `!isNull() && ""Cannot retrieve a NULL type pointer""' failed"
40313,LLVM,others,others,2019/1/14,Wrong Code,Error Code Logic,P enhancement,"With __PRETTY_FUNCTION__, dereferencing same pointer produces different results at compile time vs. runtime"
40682,LLVM,object,copy & move,2019/2/10,Wrong Code,Incorrect Branch,P normal,clang++ miscompilation while generating copy constructors of classes containing 0-length array
22924,LLVM,object,initialization & destruction,2015/3/16,Reject Valid,Error Message,P normal,support braced-init-list of exact size + array new with no default ctor as an extension
64923,LLVM,object,overloading,2023/8/23,Wrong Code,Overlooked Case,,[C++] Side effect get removed if the return type of a unary operator is std::nullptr_t
21803,LLVM,compiletime_polymorphic,template instantiation,2014/12/9,Diagnostic,Error Message,P normal,wordsmith viable conversion error message for function return type
18852,LLVM,encapsulation,class scope(global),2014/2/15,Diagnostic,Error Code Logic,P normal,Spelling correction to non-static member functions with qualification
19902,LLVM,encapsulation,member access,2014/5/30,Diagnostic,Error Message,P normal,Clang-cl gives 'definition of dllimport static field not allowed' while cl does not
20208,LLVM,object,initialization & destruction,2014/7/4,Diagnostic,Error Message,P normal,Misleading diagnostic for missing initializer for const POD
18608,LLVM,inheritance,member access(inherit),2014/1/24,Diagnostic,API Misuse,P normal,bad typo correction on method call suggesting qualifier
19767,LLVM,compiletime_polymorphic,template instantiation,2014/5/17,Diagnostic,Overlooked Case,P normal,Assertion failed: (DTy.getTag() == dwarf::DW_TAG_enumeration_type) with void* non-type template argument
41743,LLVM,object,copy & move,2019/5/4,Diagnostic,Incorrect Branch,P normal," =-Wrange-loop-analysis warns about copying small (or empty), trivially copyable types"
50590,LLVM,compiletime_polymorphic,template(no instantiation),2021/6/5,Diagnostic,Overlooked Case,P enhancement,"Assertion `!A->getDeducedType().isNull() && ""cannot request the size of an undeduced or dependent auto type""' failed"
44673,LLVM,compiletime_polymorphic,constraints and concepts,2020/1/26,Reject Valid,Overlooked Case,P enhancement,Rejects valid code with constructor accepting constrained auto parameter when the concept name is namespace qualified and has an explicit template argument
50561,LLVM,compiletime_polymorphic,constraints and concepts,2021/6/2,Wrong Code,Assignment Error,P normal,Concepts overload check not considered?
